subject_id,question,transcription_new,chunks
72,10, Which sentence is correct? The yolk of the egg are white or be the yolk of the egg is white? Neither is correct. The yolk of the egg is yellow. I get what it's asking. asking for the correct grammar and would be is white I would say but no,"Chunk 1:
Which sentence is correct? The yolk of the egg are white or be the yolk of the egg is white?

Chunk 2:
Neither is correct.

Chunk 3:
The yolk of the egg is yellow.

Chunk 4:
I get what it's asking.

Chunk 5:
asking for the correct grammar and would be is white I would say but no"
73,1," Mary's father has five daughters, but no sons. Nana, Nini, Nini, and Nono. What is the fifth daughter's name? Probably. A-E-I-O-U. It would be Nunu.","Chunk 1:
Mary's father has five daughters, but no sons.

Chunk 2:
Nana, Nini, Nini, and Nono.

Chunk 3:
What is the fifth daughter's name?

Chunk 4:
Probably.

Chunk 5:
A-E-I-O-U.

Chunk 6:
It would be Nunu."
73,2," If you were running a race and you passed the person in second place, what place would you be in now, first?","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now, first?"
73,3," The stormy night and the plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half. It lands in the United States, the other half in Canada. Which country do you send them home? Send them home.","Chunk 1:
The stormy night and the plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half.

Chunk 3:
It lands in the United States, the other half in Canada.

Chunk 4:
Which country do you send them home?

Chunk 5:
Send them home."
73,4," A monkey, a squirrel, and a bird are racing to the top of the coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird. I'm gonna say the monkey because monkeys like bananas.","Chunk 1:
A monkey, a squirrel, and a bird are racing to the top of the coconut tree.

Chunk 2:
Who will get the banana first?

Chunk 3:
The monkey, the squirrel, or the bird.

Chunk 4:
I'm gonna say the monkey because monkeys like bananas."
73,5," In the one story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, and a pink telephone, a pink shower. Everything was pink. The color of the stairs were probably pink. Everything else was pink.","Chunk 1:
In the one story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, and a pink telephone, a pink shower.

Chunk 2:
Everything was pink.

Chunk 3:
The color of the stairs were probably pink.

Chunk 4:
Everything else was pink."
73,6, How many of each animal did Moses put on the ark?,"Chunk 1:
How many of each animal did Moses put on the ark?"
73,7, The wind blows west and an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? East.,"Chunk 1:
The wind blows west and an electric train runs east.

Chunk 2:
In which cardinal direction does the smoke from the locomotive blow?

Chunk 3:
East."
73,8," If you have only one match and you walk into the dark room wearing an oil lamp, a newspaper, and wood, which would you light first? I would light the oil lamp.","Chunk 1:
If you have only one match and you walk into the dark room wearing an oil lamp, a newspaper, and wood, which would you light first?

Chunk 2:
I would light the oil lamp."
73,9," Would it be ethical to marry a man to the sister of his widow? Um, yeah, I mean, I guess, if I felt comfortable with it.","Chunk 1:
Would it be ethical to marry a man to the sister of his widow?

Chunk 2:
Um, yeah, I mean, I guess, if I felt comfortable with it."
73,10, Which is correct? The yolk of the egg is white. The yolk of the egg is white. The yolk of the egg is white. The yolk of the egg is white.,"Chunk 1:
Which is correct?

Chunk 2:
The yolk of the egg is white.

Chunk 3:
The yolk of the egg is white.

Chunk 4:
The yolk of the egg is white.

Chunk 5:
The yolk of the egg is white."
74,1," Nú, nú.","Chunk 1:
Nú, nú."
74,2, First...,"Chunk 1:
First..."
74,3, Canada,"Chunk 1:
Canada"
74,4, Monkey,"Chunk 1:
Monkey"
74,5, Probably pink because everything else is pink.,"Chunk 1:
Probably pink because everything else is pink."
74,6, Two. Moses put on two of every animal. The animals went in two by two.,"Chunk 1:
Two.

Chunk 2:
Moses put on two of every animal.

Chunk 3:
The animals went in two by two."
74,7,,"Chunk 1:
nan"
74,8,,"Chunk 1:
nan"
74,9,,"Chunk 1:
nan"
74,10,,"Chunk 1:
nan"
75,1," Mary's father has five daughters, but no sons. Nana, Nene, Nene, No-No. What is the fifth daughter's name? Probably. Please remember to read aloud and say everything that comes to mind. Okay. So let's see. So we've got Nana, Nene, Nene, and No-No. I've seen questions like this before. And it says Mary's father. So Mary has to be the fifth daughter. So Mary is the name of the fifth daughter. Because I guess I'll just give them a response. But yeah, that would be why it is. Because, I mean, it says Mary's father. And it names all the others. Okay.","Chunk 1:
Mary's father has five daughters, but no sons. Nana, Nene, Nene, No-No. What is the fifth daughter's name? Probably. Please remember to read aloud and say everything that comes to mind. Okay.

Chunk 2:
So let's see. So we've got Nana, Nene, Nene, and No-No. I've seen questions like this before.

Chunk 3:
And it says Mary's father. So Mary has to be the fifth daughter. So Mary is the name of the fifth daughter.

Chunk 4:
Because I guess I'll just give them a response. But yeah, that would be why it is.

Chunk 5:
Because, I mean, it says Mary's father. And it names all the others. Okay."
75,2," If you were running a race and you passed the person in second place, what place would you be in now? Let's see. So they're in second place and I passed them, so I guess I was in third, but then I passed them, so then I'm in second. So I am now in second place.","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 2:
Let's see.

Chunk 3:
So they're in second place and I passed them, so I guess I was in third, but then I passed them, so then I'm in second.

Chunk 4:
So I am now in second place."
75,3," It's a stormy night, and a plane takes off from JFK Airport in New York. The storm worsens, and the plane crashes. Half of it lands in the United States. The other half lands in Canada. In which country do you bury the survivors? This is one of those that I've heard before. Originally did trick me, so maybe if this was my first time ever hearing it, it might not. But you don't bury survivors. So it's one of those like play on words type thing.","Chunk 1:
It's a stormy night, and a plane takes off from JFK Airport in New York. The storm worsens, and the plane crashes. Half of it lands in the United States. The other half lands in Canada. In which country do you bury the survivors?

Chunk 2:
This is one of those that I've heard before. Originally did trick me, so maybe if this was my first time ever hearing it, it might not.

Chunk 3:
But you don't bury survivors. So it's one of those like play on words type thing."
75,4," A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird? Well, what's funny is when I read the first part, a monkey, a squirrel, a bird are racing to the top of a coconut tree, I'm like, okay, I would think a bird could get there the quickest, but then the next line, who will get the banana first? No one. None of them, as there are no bananas on a coconut tree. I'd never heard that one, actually.","Chunk 1:
A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird?

Chunk 2:
Well, what's funny is when I read the first part, a monkey, a squirrel, a bird are racing to the top of a coconut tree, I'm like, okay, I would think a bird could get there the quickest, 

Chunk 3:
but then the next line, who will get the banana first? No one. None of them, as there are no bananas on a coconut tree.

Chunk 4:
I'd never heard that one, actually."
75,5," Before I finished it. In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color was the stairs? Probably. Well, the very first line is it says one story. So unless it's raised slightly, I'd say there are no stairs, as it is a one-story house.","Chunk 1:
Before I finished it. In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.

Chunk 2:
What color was the stairs?

Chunk 3:
Probably. Well, the very first line is it says one story.

Chunk 4:
So unless it's raised slightly, I'd say there are no stairs, as it is a one-story house."
75,6," at all. How many of each animal did Moses put on the ark? Noah put them on the ark. Noah was the one who put people on the ark, not Moses.","Chunk 1:
at all.

Chunk 2:
How many of each animal did Moses put on the ark?

Chunk 3:
Noah put them on the ark.

Chunk 4:
Noah was the one who put people on the ark, not Moses."
75,7," I have to think about. The wind blows west, an electric train runs east. In what cardinal direction does the smoke from the locomotive blow? Well it's electric, so there shouldn't be smoke. There shouldn't be smoke as it is an electric train. It's funny, these are all like those trick questions.","Chunk 1:
I have to think about. The wind blows west, an electric train runs east. In what cardinal direction does the smoke from the locomotive blow?

Chunk 2:
Well it's electric, so there shouldn't be smoke.

Chunk 3:
There shouldn't be smoke as it is an electric train.

Chunk 4:
It's funny, these are all like those trick questions."
75,8," If you had only one match and you walk into a dark room where there is an oil lamp and newspaper wood, what would you like? First, the match. See, some of these I've heard before, so they're not making me think, but I'd say it's probably half and half. Half I've heard, half I haven't. This is one I've heard. If I were thinking into it, though, like it was my first one, I guess I would say the oil lamp just because then you can use the newspaper to light everything else. But obviously my answer would be the match.","Chunk 1:
If you had only one match and you walk into a dark room where there is an oil lamp and newspaper wood, what would you like?

Chunk 2:
First, the match.

Chunk 3:
See, some of these I've heard before, so they're not making me think, but I'd say it's probably half and half.

Chunk 4:
Half I've heard, half I haven't.

Chunk 5:
This is one I've heard.

Chunk 6:
If I were thinking into it, though, like it was my first one, I guess I would say the oil lamp just because then you can use the newspaper to light everything else.

Chunk 7:
But obviously my answer would be the match."
75,9," Would it be ethical for a man to marry the sister of his widow? His widow. Wouldn't that be a widower? Oh, okay. This one's going to make me think actually. A man to marry the sister of his. Well, if he's got a widow, isn't he dead? I believe if he has a widow, then he is dead. I think that's how that goes. Let me see. The sister of his widow. Yeah, I mean, if he's got a widow, he's dead.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow? His widow.

Chunk 2:
Wouldn't that be a widower?

Chunk 3:
Oh, okay.

Chunk 4:
This one's going to make me think actually.

Chunk 5:
A man to marry the sister of his.

Chunk 6:
Well, if he's got a widow, isn't he dead?

Chunk 7:
I believe if he has a widow, then he is dead.

Chunk 8:
I think that's how that goes.

Chunk 9:
Let me see.

Chunk 10:
The sister of his widow.

Chunk 11:
Yeah, I mean, if he's got a widow, he's dead."
75,10," Which sentence is correct? The yolk of the egg are white. The yolk of the egg is white. Well, the yolk is yellow. Neither. The yolk is yellow.","Chunk 1:
Which sentence is correct?

Chunk 2:
The yolk of the egg are white.

Chunk 3:
The yolk of the egg is white.

Chunk 4:
Well, the yolk is yellow.

Chunk 5:
Neither.

Chunk 6:
The yolk is yellow."
76,1, Mary,"Chunk 1:
Mary"
76,2, Second.,"Chunk 1:
Second."
76,3, I like the states because that's where they come from.,"Chunk 1:
I like the states because that's where they come from."
76,4, Monkey because we didn't like MLS.,"Chunk 1:
Monkey because we didn't like MLS."
76,5," My PC. My PC. Because it's asking me to. No, not yet. It said I'll cook dinner in a minute. Probably pink. Will you cook","Chunk 1:
My PC. My PC.

Chunk 2:
Because it's asking me to.

Chunk 3:
No, not yet.

Chunk 4:
It said I'll cook dinner in a minute.

Chunk 5:
Probably pink.

Chunk 6:
Will you cook"
76,6, Two each. The animals want to do two by two.,"Chunk 1:
Two each.

Chunk 2:
The animals want to do two by two."
76,7," The West, the Taws.","Chunk 1:
The West, the Taws."
76,8, Well you couldn't like nothing because that was no clue to it later. I have to give them a watch.,"Chunk 1:
Well you couldn't like nothing because that was no clue to it later.

Chunk 2:
I have to give them a watch."
76,9," Would it be ethical for mine to know your sister of this widow? I'm not sure. Would it be ethical for mine to know your sister of this widow? Well, because you're dead.","Chunk 1:
Would it be ethical for mine to know your sister of this widow?

Chunk 2:
I'm not sure.

Chunk 3:
Would it be ethical for mine to know your sister of this widow?

Chunk 4:
Well, because you're dead."
76,10, I'm going to make a few eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make the garden for a second.,"Chunk 1:
I'm going to make a few eggs come down.

Chunk 2:
I'm going to make a lot of eggs come down.

Chunk 3:
I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down. I'm going to make a lot of eggs come down.

Chunk 4:
I'm going to make the garden for a second."
77,1," Please remember Mary's father has five daughters but no sons. Nana, Ni, Ni, Ni. Let me read that again. Mary's father has five daughters but no sons. Nana, Ni, Ni, Ni, Ni, and Nono. What is the fifth daughter's name? Obviously it's Mary. Please remember to read out loud and say everything that comes to mind. It's already recording speech with daughter's food. It is Mary. Okay.","Chunk 1:
Please remember Mary's father has five daughters but no sons. Nana, Ni, Ni, Ni.

Chunk 2:
Let me read that again. Mary's father has five daughters but no sons. Nana, Ni, Ni, Ni, Ni, and Nono.

Chunk 3:
What is the fifth daughter's name? Obviously it's Mary.

Chunk 4:
Please remember to read out loud and say everything that comes to mind.

Chunk 5:
It's already recording speech with daughter's food.

Chunk 6:
It is Mary.

Chunk 7:
Okay."
77,2," Keep reading aloud and saying every thought you think. I have to keep on going up to read the questions. If you were running a race and you passed the person in second place, what place would you be in now? Obviously first. Okay. First. Sorry to speak your","Chunk 1:
Keep reading aloud and saying every thought you think.

Chunk 2:
I have to keep on going up to read the questions.

Chunk 3:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 4:
Obviously first.

Chunk 5:
Okay.

Chunk 6:
First.

Chunk 7:
Sorry to speak your"
77,3," It's a stormy night and a plane takes off from JFK Airport to New York. The storm worsens and the plane crashes. Half lands in the United States, the other half lands in Canada. Which country do you bury the survivors? Don't forget to keep reading and thinking your mind. I'm sure you would bury them in the States cause they came from the States, you know. The plane crashes, half lands in the United States. Yeah, I'm gonna go with United States here. United States.","Chunk 1:
It's a stormy night and a plane takes off from JFK Airport to New York.

Chunk 2:
The storm worsens and the plane crashes.

Chunk 3:
Half lands in the United States, the other half lands in Canada.

Chunk 4:
Which country do you bury the survivors?

Chunk 5:
Don't forget to keep reading and thinking your mind.

Chunk 6:
I'm sure you would bury them in the States cause they came from the States, you know.

Chunk 7:
The plane crashes, half lands in the United States.

Chunk 8:
Yeah, I'm gonna go with United States here.

Chunk 9:
United States."
77,4," Okay, a monkey, a squirrel and a bird are racing to the top of a coconut tree. You will get the banana first, the monkey, the squirrel or the bird are racing to the top of a coconut tree. Okay, so the coconut tree is very tall and thin basically has one branch ah and trying to trick me hey there aren't any bananas you'll get the banana first when you say none of them good one though","Chunk 1:
Okay, a monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
You will get the banana first, the monkey, the squirrel or the bird are racing to the top of a coconut tree.

Chunk 3:
Okay, so the coconut tree is very tall and thin basically has one branch ah 

Chunk 4:
and trying to trick me hey there aren't any bananas 

Chunk 5:
you'll get the banana first when you say none of them good one though"
77,5," Okay, I see you guys are trying to trick me with these questions, eh? In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What colour were the stairs? Probably. There are no stairs. Haha. There are no stairs. Trying to fool me off your tomfool.","Chunk 1:
Okay, I see you guys are trying to trick me with these questions, eh?

Chunk 2:
In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.

Chunk 3:
Everything was pink.

Chunk 4:
What colour were the stairs?

Chunk 5:
Probably.

Chunk 6:
There are no stairs.

Chunk 7:
Haha.

Chunk 8:
There are no stairs.

Chunk 9:
Trying to fool me off your tomfool."
77,6," How many of each animal did Moses put on the ark? How many of each animal did Moses put on the ark too? Yeah, two, isn't it?","Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
How many of each animal did Moses put on the ark too?

Chunk 3:
Yeah, two, isn't it?"
77,7," The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? It's nowhere. Of course, it's not a locomotive. It almost got me down.","Chunk 1:
The wind blows west, an electric train runs east.

Chunk 2:
In which cardinal direction does the smoke from the locomotive blow?

Chunk 3:
It's nowhere.

Chunk 4:
Of course, it's not a locomotive.

Chunk 5:
It almost got me down."
77,8," Okay, if you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood. If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you like first? To match. I'm sure. If you have only one match and you walk into your dark room, it is an oil lamp newspaper in the room.","Chunk 1:
Okay, if you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood.

Chunk 2:
If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you like first?

Chunk 3:
To match.

Chunk 4:
I'm sure.

Chunk 5:
If you have only one match and you walk into your dark room, it is an oil lamp newspaper in the room."
77,9," Okay, would it be ethical for a man to marry the sister of his widow? Okay, wait. I don't know the difference between widower and widower. I'm guessing","Chunk 1:
Okay, would it be ethical for a man to marry the sister of his widow?

Chunk 2:
Okay, wait.

Chunk 3:
I don't know the difference between widower and widower.

Chunk 4:
I'm guessing"
77,10," Hortenseins, syster, jokulteig ávægt og vírar jokulteig úr svart. Nann af þeim. Góð, jólk, þessi jallega, alveg.","Chunk 1:
Hortenseins, syster, jokulteig ávægt og vírar jokulteig úr svart.

Chunk 2:
Nann af þeim.

Chunk 3:
Góð, jólk, þessi jallega, alveg."
78,1," Mary's father has five daughters but no sons. What is the fifth daughters name probably? Nú, nú.","Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
What is the fifth daughters name probably?

Chunk 3:
Nú, nú."
78,2," If you were running a race and you passed the person in second place, what place would you be in now? Keep reading along and saying every thought that you think. Third place. If you passed, then you'd be second. You need to be that. Andy, seriously?","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 2:
Keep reading along and saying every thought that you think.

Chunk 3:
Third place.

Chunk 4:
If you passed, then you'd be second.

Chunk 5:
You need to be that.

Chunk 6:
Andy, seriously?"
78,3," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada. In which country do you bury the survivors? Canada?","Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.

Chunk 3:
In which country do you bury the survivors?

Chunk 4:
Canada?"
78,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the... yeah, or the bird? Okay. Will you stop?","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the banana first?

Chunk 3:
The monkey, the... 

Chunk 4:
yeah, or the bird?

Chunk 5:
Okay.

Chunk 6:
Will you stop?"
78,5," Will you stop now? No! In one story, Pink House, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink show, everything was pink. What colour were the stairs probably? Pink.","Chunk 1:
Will you stop now? No!

Chunk 2:
In one story, Pink House, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink show, everything was pink.

Chunk 3:
What colour were the stairs probably? Pink."
78,6, It is not helping! How many of each animal did Moses put on the ark? How have we done? Don't forget to keep reading aloud and thinking. How many of each animal did Moses put on the ark? Two.,"Chunk 1:
It is not helping!

Chunk 2:
How many of each animal did Moses put on the ark?

Chunk 3:
How have we done?

Chunk 4:
Don't forget to keep reading aloud and thinking.

Chunk 5:
How many of each animal did Moses put on the ark?

Chunk 6:
Two."
78,7," The wind blows west, an electric train runs east, in which cardinal direction does the smoke motive blow? Remember to read and think out loud and make us really...","Chunk 1:
The wind blows west, an electric train runs east, in which cardinal direction does the smoke motive blow?

Chunk 2:
Remember to read and think out loud and make us really..."
78,8," If you only have one match and you walk into a dark room where there is an oil lamp, a newspaper and wood which thing would you like first? A real lamp","Chunk 1:
If you only have one match and you walk into a dark room where there is an oil lamp, a newspaper and wood which thing would you like first?

Chunk 2:
A real lamp"
78,9, Would it be difficult for a man to marry the sister of his widow? No?,"Chunk 1:
Would it be difficult for a man to marry the sister of his widow?

Chunk 2:
No?"
78,10, The yoke of the egg is white. The yoke of the egg is white. No one?,"Chunk 1:
The yoke of the egg is white.

Chunk 2:
The yoke of the egg is white.

Chunk 3:
No one?"
79,1, There were six windows. Nino. Nono.,"Chunk 1:
There were six windows.

Chunk 2:
Nino.

Chunk 3:
Nono."
79,2," If you were running a race and you passed a person in second place, what place would you be in now first?","Chunk 1:
If you were running a race and you passed a person in second place, what place would you be in now 

Chunk 2:
first?"
79,3," It's a stormy night and a plane takes us from JFK Airport in New York. The storm worsens and the plane crashes. Half land in the United States, the other half in Canada. In which country do you think they're buried of survivors? Half in the United States and the other half in Canada. I'm gonna go with United States.","Chunk 1:
It's a stormy night and a plane takes us from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes.

Chunk 3:
Half land in the United States, the other half in Canada.

Chunk 4:
In which country do you think they're buried of survivors?

Chunk 5:
Half in the United States and the other half in Canada.

Chunk 6:
I'm gonna go with United States."
79,4, A monkey and a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? It's a coconut tree so there's not gonna be a banana.,"Chunk 1:
A monkey and a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the banana first?

Chunk 3:
It's a coconut tree so there's not gonna be a banana."
79,5," In a one story pink house there was a pink person, a pink cat and a pink fish and a pink computer and a pink chair and a pink table and a pink telephone and a pink shower everything was pink what colour were the property of the stairs I'm gonna say pink","Chunk 1:
In a one story pink house there was a pink person, a pink cat and a pink fish and a pink computer and a pink chair and a pink table and a pink telephone and a pink shower everything was pink

Chunk 2:
what colour were the property of the stairs

Chunk 3:
I'm gonna say pink"
79,6, How many of each animal did Moses put on the ark?,"Chunk 1:
How many of each animal did Moses put on the ark?"
79,7," The wind blows west and the electric train runs east. In which cardinal direction does the smoke from the locomotive blow? Oh my god, I have no idea. H. Electric train runs east and the wind blows west. Everything always goes the opposite way. Wait, if the wind's blowing west, I'm going to say west. Yeah. If the wind's blowing west, then the smoke will go west. Yes. West.","Chunk 1:
The wind blows west and the electric train runs east. In which cardinal direction does the smoke from the locomotive blow?

Chunk 2:
Oh my god, I have no idea.

Chunk 3:
H. Electric train runs east and the wind blows west. Everything always goes the opposite way.

Chunk 4:
Wait, if the wind's blowing west, I'm going to say west.

Chunk 5:
Yeah. If the wind's blowing west, then the smoke will go west.

Chunk 6:
Yes. West."
79,8," If you have only one match and you walk into a dark room where there is an oil lamp and a newspaper and a wood, which thing would you like first? If you walk into a dark room where there is an oil lamp, oil lamp.","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp and a newspaper and a wood, which thing would you like first?

Chunk 2:
If you walk into a dark room where there is an oil lamp, oil lamp."
79,9," Would it be ethical for a man to marry the sister? No, I never think this would be ethical. Marry the sister? I don't know though, because the sister might want that to happen. No, I'm going to say no, that's a bit of a violation.","Chunk 1:
Would it be ethical for a man to marry the sister?

Chunk 2:
No, I never think this would be ethical.

Chunk 3:
Marry the sister?

Chunk 4:
I don't know though, because the sister might want that to happen.

Chunk 5:
No, I'm going to say no, that's a bit of a violation."
79,10, Which sentence is correct? The yolk of the egg are white or b the yolk of the egg is white. The yolk of the egg are white or the yolk of the egg is white. Leave us white. Yellow. None.,"Chunk 1:
Which sentence is correct? The yolk of the egg are white or b the yolk of the egg is white.

Chunk 2:
The yolk of the egg are white or the yolk of the egg is white.

Chunk 3:
Leave us white.

Chunk 4:
Yellow.

Chunk 5:
None."
80,1," Hefði svarftakust, Nína, Nína, Nína, hvað er það fyrir það? Það er það fyrir það. Það er það fyrir báði þér.","Chunk 1:
Hefði svarftakust, Nína, Nína, Nína, hvað er það fyrir það?

Chunk 2:
Það er það fyrir það.

Chunk 3:
Það er það fyrir báði þér."
80,2, First?,"Chunk 1:
First?"
80,3, It is a stormy night and a play takes off from JFK in Europe. Storm persons in the British half-hand in the United States and the other half-hand in Canada. What country do you bury the city? Which one were the barn in? Very many whichever one the lanterns post.,"Chunk 1:
It is a stormy night and a play takes off from JFK in Europe.

Chunk 2:
Storm persons in the British half-hand in the United States and the other half-hand in Canada.

Chunk 3:
What country do you bury the city?

Chunk 4:
Which one were the barn in?

Chunk 5:
Very many whichever one the lanterns post."
80,4," A monkey, a squirrel and a bird are racing to the top of the coconut tree. Who will get the banana first? Monkey, a squirrel, and a bird can fly. The bird was it can from that.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of the coconut tree.

Chunk 2:
Who will get the banana first?

Chunk 3:
Monkey, a squirrel, and a bird can fly.

Chunk 4:
The bird was it can from that."
80,5," In a very pink house, every pink person, a pink car, a pink fish, a pink computer, a pink jar, a pink table, pink telephone, pink shower, everything is pink, or a polar bear, the star is probably pink and I really need to live in this house.","Chunk 1:
In a very pink house, every pink person, a pink car, a pink fish, a pink computer, a pink jar, a pink table, pink telephone, pink shower, everything is pink, 

Chunk 2:
or a polar bear, 

Chunk 3:
the star is probably pink 

Chunk 4:
and I really need to live in this house."
80,6, How many of each animal did Moses put in the air halfway done? He kept reading aloud and thinking aloud. Two and it was meant to do by two of them.,"Chunk 1:
How many of each animal did Moses put in the air halfway done?

Chunk 2:
He kept reading aloud and thinking aloud.

Chunk 3:
Two and it was meant to do by two of them."
80,7, Wind blows west and the electric train runs east. In which canada direction does the smoke under locomotive drive? Oh what? I think that's a trick question. I don't even understand that. Which way the wind is blowing?,"Chunk 1:
Wind blows west and the electric train runs east.

Chunk 2:
In which canada direction does the smoke under locomotive drive?

Chunk 3:
Oh what?

Chunk 4:
I think that's a trick question.

Chunk 5:
I don't even understand that.

Chunk 6:
Which way the wind is blowing?"
80,8," If you have only one match and you walk into a dark green where there is another lamp on these paper and wood, which think which are like the best? An oil lamp.","Chunk 1:
If you have only one match and you walk into a dark green where there is another lamp on these paper and wood, which think which are like the best?

Chunk 2:
An oil lamp."
80,9," What did we have a call from an aunt and married sister? Oh no, do it best, it's a talk. That keep it in the same way. No, that's not.","Chunk 1:
What did we have a call from an aunt and married sister?

Chunk 2:
Oh no, do it best, it's a talk.

Chunk 3:
That keep it in the same way.

Chunk 4:
No, that's not."
80,10," Quick sentences, correct? I hope I get it. I hope I get it. No. You're a girl. And they are quite right. No.","Chunk 1:
Quick sentences, correct? I hope I get it.

Chunk 2:
I hope I get it.

Chunk 3:
No.

Chunk 4:
You're a girl.

Chunk 5:
And they are quite right.

Chunk 6:
No."
81,1, Five Five Five,"Chunk 1:
Five Five Five"
81,2, Second First,"Chunk 1:
Second

Chunk 2:
First"
81,3, There won't be any survivors,"Chunk 1:
There won't be any survivors"
81,4, Bird,"Chunk 1:
Bird"
81,5, Pink.,"Chunk 1:
Pink."
81,6, Ten,"Chunk 1:
Ten"
81,7, An electric train doesn't have smoke,"Chunk 1:
An electric train doesn't have smoke"
81,8, Newspepa.,"Chunk 1:
Newspepa."
81,9, Not very ethical,"Chunk 1:
Not very ethical"
81,10, No.,"Chunk 1:
No."
