subject_id,question,chunk_number,chunk_text,start_time,end_time
78,4,3,The monkey or the bird?,7.566,10.752
78,4,4,Okay.,10.772,13.457
78,4,5,Will you stop?,15.421,17.685
78,5,1,Will you stop now? No!,0.031,2.798
78,5,2,"In one story, pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink show.",3.6,12.383
78,5,3,Everything was pink.,12.483,13.225
78,5,4,What colour were the stairs probably? Pink.,13.265,16.453
78,6,1,It is not helping.,0.031,1.373
78,6,2,How many of each animal did Moses put on the ark?,2.154,4.718
78,6,3,Halfway done.,4.838,5.439
78,6,4,Don't forget to keep reading aloud and thinking.,5.499,7.542
78,6,5,How many of each animal did Moses put on the ark?,10.927,16.936
78,6,6,Two.,16.957,17.297
78,7,1,the window the wind blows west electric train runs east in which cardinal direction does a smoke locomotive blow,0.031,8.473
78,7,2,remember to read and I can't lie the mic was really,8.493,11.02
78,8,1,"If you only have one match and you walk into a dark room where there is an oil lamp, a newspaper and wood which thing would you like first?",1.803,10.429
78,9,1,Would it be difficult for a man to marry the sister of his widow?,0.031,3.798
78,9,2,No?,15.241,16.183
78,10,1,This sentence is correct.,0.031,1.055
78,10,2,The yoke of the egg is white.,1.075,3.364
78,10,3,The yoke of the egg is white.,3.384,10.493
78,10,4,None.,10.513,10.834
79,1,1,Nino. Nono.,1.33,27.945
79,2,1,"If you were running a race and you passed a person in second place, what place would you be in now",5.161,10.992
79,2,2,first?,11.032,11.796
79,3,1,It's a stormy night and a plane takes us from JFK Airport in New York.,0.807,6.155
79,3,2,The storm worsens and the plane crashes.,6.175,8.078
79,3,3,"Half land in the United States, the other half in Canada.",8.138,12.725
79,3,4,In which country do you think they've buried the survivors?,12.765,15.309
79,3,5,Don't forget to keep reading.,16.27,17.692
79,3,6,Half in the United States and the other half in Canada.,18.293,24.963
79,3,7,I'm going to go with...,26.826,28.468
79,3,8,United States.,29.748,31.017
79,4,1,A monkey and a squirrel and a bird are racing to the top of a coconut tree.,0.52,4.09
79,4,2,"Who will get the banana first, the monkey?",4.471,6.657
79,4,3,"It's a coconut tree, so there's not gonna be a banana.",7.379,10.547
79,5,1,In a one story pink house there was a pink person a pink cat and a pink fish and a pink computer and a pink chair and a pink table and a pink telephone and a pink shower everything was pink,0.757,9.343
79,5,2,what colour were the property of the stairs,9.403,11.108
79,5,3,I'm gonna say pink,11.128,12.673
79,6,1,How many of each animal did Moses put on the ark?,0.773,9.906
79,7,1,The wind blows west and electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,0.672,8.501
79,7,2,"Oh my god, I have no idea.",9.162,10.263
79,7,3,H. Electric train runs east and the wind blows west. Everything always goes the opposite way.,11.064,21.617
79,7,4,"Wait, if the wind's blowing west, I'm going to say west.",22.458,24.781
79,7,5,"Yeah. If the wind's blowing west, then the smoke will go west.",25.962,29.086
79,7,6,Yes.  West.,29.206,31.119
79,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp and a newspaper and a wood, which thing would you like first?",0.605,10.226
79,8,2,If you walk into a dark room where there is an oil lamp,13.573,20.267
79,9,1,Would it be ethical for a man to marry the sister?,1.381,5.348
79,9,2,"No, I never think this would be ethical.",6.33,8.013
79,9,3,Marry the sister?,10.317,11.279
79,9,4,"I don't know though, because the sister might want that to happen.",11.299,14.705
79,9,5,"No, I'm going to say no, that's a bit of a violation.",16.769,18.833
79,10,1,which sentence is correct the yolk of the egg are white or b the yolk of the egg,0.031,5.882
79,10,2,the yolk of the egg are white or b the yolk of the egg,6.683,10.05
79,10,3,the yolk of the egg is white,14.578,16.742
79,10,4,the yolk of the egg are white,1.814,3.778
79,10,5,neither is white is yellow,17.884,22.112
79,10,6,none,22.373,22.613
80,1,1,I have no idea. I have no idea. I have no idea.,1.685,28.08
80,2,1,First?,0.436,15.087
80,3,1,It is a stormy night and a play takes off on JFK in New York.,2.005,7.392
80,3,2,Storm persons and the play crashed half-band in the United States and the other half-band in Canada.,7.412,16.324
80,3,3,Which one were the barn in?,17.926,21.891
80,3,4,Very much ever when the lanterns goes.,23.433,30.122
80,3,5,One eight.,31.132,33.396
80,4,1,"A monkey, a squirrel and a bird are racing to the top of the coconut tree.",1.246,5.993
80,4,2,Who will get the banana first?,6.013,7.735
80,4,3,"A monkey, a squirrel and a bird.",8.276,10.098
80,4,4,One bird can fly.,11.42,19.491
80,5,1,"In a very pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink",0.79,10.626
80,5,2,What colour would the stars probably have pink?,11.367,13.45
80,5,3,and I really need to live in this house?,13.651,19.06
80,5,4,A few exclamation marks,19.08,20.622
80,6,1,How many of each animal did Moses put in the air?,1.145,5.447
80,6,2,Halfway done.,5.788,6.593
80,6,3,Let's keep reading aloud and thinking aloud.,6.974,9.346
80,6,4,Two.,10.15,10.432
80,6,5,And it was went to two by two of them.,11.216,13.045
80,7,1,The wind blows west and an electric train runs east.,0.942,4.406
80,7,2,In which Canada direction does the smoke from the locomotive drive?,4.666,14.558
80,7,3,"Ooh, what?",16.08,16.46
80,7,4,I think that's a trick question.,18.663,19.864
80,7,5,I don't even understand that.,19.884,23.108
80,7,6,Which way the wind is blowing?,23.128,26.832
80,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp on these paper and wood, what do you think would you like first?",1.111,11.171
80,8,2,"An oil lamp, I think.",13.255,15.079
80,8,3,I think it's like a wood.,15.099,18.746
80,8,4,Oil lamp.,18.766,19.407
80,9,1,"Would it be ethical, romantic and married a sister?",0.875,3.602
80,9,2,"Oh no dirty bastard, how are keeping them from there?",4.043,6.63
80,9,3,No definitely not.,7.873,10.8
80,10,1,Which sentence is correct?,0.79,2.253
80,10,2,The yolk of the egg are white.,2.273,4.497
80,10,3,The yolk of the egg is white.,4.517,6.08
80,10,4,None.,8.244,11.09
80,10,5,Eh?,11.992,12.232
80,10,6,And the egg white is white.,13.314,14.356
80,10,7,None.,14.637,14.817
81,1,1,Five Five Five,2.326,18.141
81,2,1,Second,6.545,7.528
81,2,2,First,17.341,18.023
81,3,1,There won't be any survivors.,11.017,13.078
81,4,1,Bird.,13.733,14.548
81,5,1,Pink.,9.515,10.177
81,6,1,10,11.692,12.237
81,7,1,An electric train doesn't have smoke.,11.641,14.125
81,8,1,Newspaper,19.623,20.859
81,9,1,Not very ethical.,14.408,15.813
82,1,1,"Mary's father has five daughters, but no sons.",1.212,8.144
82,1,2,"Nana, Nini, Nini, Nono, Nunu, Nunu, A-E-I-O-U, Nunu.",8.224,24.992
82,2,1,"If you were running a race, and you passed the person in second place, what place would you be in now?",0.537,8.553
82,2,2,"Well, if I was behind the second place person, I passed them in first place.",8.734,13.163
82,2,3,"If I was in first place, I passed by, then I'd be in third, but I think it's first.",14.145,21.6
82,3,1,It's a stormy night and the plane takes off from JFK airport in New York.,0.031,4.976
82,3,2,The storm worsens and the plane crashes half lands in the US and half lands in Canada.,5.737,12.943
82,3,3,Which country do you bury the survivors?,12.984,15.045
82,3,4,"While they took off at JFK, they landed halfway between Canada and the US.",18.989,24.915
82,3,5,Wherever they're born?,26.096,29.059
82,4,1,"Monkey, a squirrel, and a bird are racing to the top of a coconut tree. Monkey, squirrel, and bird. Who will get the banana first? The monkey, the squirrel, or the bird?",1.432,10.526
82,4,2,"Monkey can climb very good. The squirrel is small and fast, but a bird can fly.",11.628,17.336
82,4,3,"So... Honestly, I think the monkey would win because he'd be the only reason to get the banana.  And the rest of them don't really care for bananas, I don't think, as much.",19.419,34.732
82,4,4,"They are racing for it. They're not going for a... wait, they're going to a coconut tree, but they're trying to get a banana.",34.752,43.308
82,4,5,"None of them? I mean, if they're looking for a banana in a coconut tree, that's impossible.",44.871,50.541
82,5,1,"In a one story, that's spelled really weird, story, pink house, there was a pink person, a pink cat, a pink fish, a pink computer, and a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.",0.25,14.13
82,5,2,"What color were the stairs, probably?",14.29,15.574
82,5,3,"Not sure they were pink, because everything is pink, it says.",16.416,18.883
82,5,4,Everything was pink.,19.685,20.969
82,5,5,Everything's pink.,22.032,22.393
82,6,1,How many of each animal did Moses put on the Ark?,1.55,3.542
82,6,2,Two.,4.849,5.05
82,6,3,Two of each animal.,5.594,6.258
82,6,4,Halfway done.,7.002,7.746
82,6,5,"Well, I mean, yeah.",9.195,11.548
82,6,6,Male and female.,11.569,12.353
82,7,1,"The wind blows west, an electric train runs east, in which cardinal direction does the smoke from the locomotive blow?",0.031,7.0
82,7,2,"Wind blows west, the train runs east, in which cardinal direction does the smoke from the locomotive blows in the direction of the wind west?",8.382,17.213
82,7,3,"Even though the train is running east, the wind is probably going to blow the smoke because it's light.",19.416,24.503
82,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?",0.875,11.568
82,8,2,"Well, I would stack the wood, put the newspaper on it, pour oil on it, and light that.",13.33,19.518
82,8,3,"So I would put it on the oil first, technically.",20.98,24.764
82,8,4,"That's what we'll be learning first, and then the newspaper and the wood.",25.585,27.928
82,9,1,Would it be ethical for a man to marry the sister of his widow?,1.212,4.455
82,9,2,"Hmm. You know, it might be, might not be.",7.538,10.962
82,9,3,"I mean, this is purely subjective based on who they are and what their upcoming and upbringing was.",10.982,20.651
82,9,4,Uh... Um...,20.671,27.338
82,9,5,"I mean, ethically, yes. Morally, maybe not.",30.254,36.697
82,9,6,"So the other way around, I don't know.",37.922,39.547
82,9,7,I'm just going to say yes.,39.568,40.551
82,10,1,Which sentence is correct? A. The yolk of the egg are white. What?,1.803,8.15
82,10,2,Or B. The yolk of the egg is...,8.891,12.615
82,10,3,They're both the same thing. The yolk of the egg are or is.,12.635,18.221
82,10,4,The yolk is not white.,19.102,20.143
82,10,5,The yolk is...,20.163,21.104
82,10,6,None of them are white.,22.106,22.946
82,10,7,And the yolk is yellow.,26.21,27.512
82,10,8,The whites are white.,28.593,29.734
82,10,9,"I mean, it doesn't matter if it's is or are, both of them are wrong.",30.507,33.43
83,1,1,"Okay, so here we go.",2.225,5.328
83,1,2,Mary's father has five daughters and no sons.,5.969,10.954
83,1,3,"No, no, no, no, no.",11.855,14.557
83,1,4,What's his fifth daughter's name?,15.098,17.62
83,1,5,"It's obviously Mary because, oh, should I type it?",17.64,22.906
83,1,6,"Yeah, it's obviously Mary.",24.748,30.173
83,2,1,"Okay, if you were running a race and you passed the person in second place, what place would you be in now? I mean, you'd be in first place, right? If you're running a race and you passed the person in second place, you'd be in first place.",1.28,18.379
83,2,2,"Keep reading aloud. Yeah, okay. Okay, right? Running a race, you've passed the",21.262,28.57
83,2,3,"You're obviously in first place. Oh no, wait. No, you're in second place. Because you've come from third place and you've now passed the person in second place.",30.035,43.087
83,2,4,"Ah, my bad, my bad. Second. Second.",43.107,46.255
83,3,1,"Okay. It's a stormy night, and a plane takes off from JFK Airport in New York. The storm worsens, and the plane crashes. Half lands in the United States, the other half lands in Canada.",1.094,21.7
83,3,2,"Which country do you bury the survivors? Um...  I mean... I guess you would have to bury them in New York. If New York is going to Canada. Or on the other hand, it might be some Canadians going back home.",22.361,55.994
83,3,3,"I mean, it obviously... Blah. It obviously crashed on the border...",56.355,61.442
83,3,4,"So, do I need to know much about geography? I don't know much about North America.",62.468,74.706
83,3,5,"I would say you would...  Bury. Wait, bury the survivors? Oh my god, I spent so much time thinking about this.",75.628,92.383
83,3,6,You don't bury survivors. Ugh. Yeah.,92.403,96.863
83,4,1,"Okay. A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",0.942,8.451
83,4,2,Okay. Why would a bird race if it could...,9.132,12.276
83,4,3,"No. Okay, keep reading.",12.296,13.297
83,4,4,"Who will get to the banana first? The monkey, the squirrel, or the bird?",14.739,19.185
83,4,5,"Yeah, but, like... Why... I feel like it would be the bird.",22.068,28.336
83,4,6,"Because... 

 CrossAxisAlignment",29.217,33.142
83,4,7,Yeah. Yeah.,36.246,38.068
83,4,8,Wait. This is so annoying.,37.748,40.451
83,4,9,It's not a banana tree. It's a coconut tree.,40.591,44.136
83,4,10,"So, like, who would get to the banana first? None. Because they're racing to a coconut tree.",44.236,60.075
83,5,1,um okay um in a one-story pink house there was a pink person a pink cat a pink fish a pink computer a pink chair pink table pink telephone a pink shower everything was pink,0.031,20.441
83,5,2,what color were the stairs,22.023,23.625
83,5,3,it doesn't have stairs it's a one-story building,23.825,25.848
83,5,4,oh that's the first one i got without thinking,26.229,29.093
83,5,5,I feel so proud of myself.,29.596,30.939
83,5,6,What was my answer again?,32.884,33.645
83,5,7,"Yeah, no stairs.",33.726,35.049
83,5,8,No stairs in a one-story building.,36.091,43.268
83,6,1,Okay. How many of each animal did Moses put on the ark? It's two of each. Halfway done. Don't forget to keep reading aloud.,1.094,11.643
83,6,2,Yeah. How many of each animal did Moses put on the ark? I feel like this is a trick question. I shouldn't trust my first thought.,13.765,25.115
83,6,3,"Hmm.  Wait. Wait. No. Yes, I knew it. It was Noah's Ark, no Moses' Ark.",25.516,41.369
83,6,4,So I would say none because it was Noah's Ark.,41.97,52.465
83,7,1,I wonder if I get any points for missing a question.,1.786,5.19
83,7,2,"Okay. The wind blows west, okay? An electric train runs east, okay? In which cardinal direction does the smoke from the locomotive blow?",6.152,21.111
83,7,3,"I don't like this. Ah, this is really, this is, this is not great.",22.323,28.771
83,7,4,"Now I have to do, get my bearings right. Um, okay.",29.432,33.257
83,7,5,"Or maybe I don't have to think for this one either. Ah, I'm getting... Um, okay, okay, okay.",34.739,41.247
83,7,6,"Um, uh, the wind blows west, okay? So it blows to the... Wait...  Like it blows from the east to the west? Yes. Yes. Okay. Okay.",41.267,58.477
83,7,7,"Uh...  Okay, so if... Wait, electric train... Electric trains! I knew it! I didn't have to think much because electric trains don't have steam engines.",59.501,70.556
83,7,8,So what's the question? In which canal direction does the smoke from locomotive blow? It doesn't because... It doesn't.,71.878,79.449
83,7,9,I need to pay more attention to detail. It doesn't because electric trains don't have steam engines.,79.669,91.125
83,7,10,"If you're thinking too hard, it's probably wrong.",91.308,93.741
83,8,1,"Okay. If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which would you light first?",1.415,17.592
83,8,2,"Hmm. Okay. One match. Walk into a dark room. So the room is dark.  where there is an oil lamp, a newspaper, and wood. Which thing would you light first?",18.473,41.786
83,8,3,"I mean, my first thought after reading this was oil lamp, but...",43.068,47.272
83,8,4,Oh my god. I feel like... I shouldn't trust that.,50.376,56.763
83,8,5,"Okay. If you have only one match...  You have one match, and you walk into a dark room.",56.803,66.027
83,8,6,"I mean, it should be oil lamp, but honestly, I feel like I'm getting this wrong, oil lamp.",66.047,77.067
83,8,7,Am I getting this wrong? Hope not.,77.909,79.532
83,9,1,oh no i think i got the last one wrong oh i'm so sad okay would it be ethical for a man to marry the sister of his widow,0.605,12.261
83,9,2,the sister wait a widow wait which one is the widow the man or the woman,12.281,24.098
83,9,3,"A widow is a woman who has lost her spouse, right? A widow is a woman who has lost her spouse. A widow is the woman.",28.718,39.33
83,9,4,"Okay, right? She's the woman. Would it be ethical for a man to marry his sister?",40.711,45.977
83,9,5,"Wait, that doesn't make sense because if the sister of his widow...  That would mean that he's dead.",45.997,59.136
83,9,6,"So... Yeah, he... He can't marry. He's dead. So he can't... I mean, it's not a question of whether it's ethical or not. It's just not possible.",60.558,72.091
83,9,7,I don't know how to answer this. I don't know what to respond. He's dead. So... Wait. The sister of his widow...,72.732,87.008
83,9,8,"Yeah, yeah, I'm saying the same thing. He's dead, so he can't... He can't marry anyone. Yeah.",89.333,96.171
83,10,1,Okay. Which sentence is correct? The yolk of the eggs... The yolk of the egg are what? That's not grammatically correct.,1.229,14.644
83,10,2,"Okay. The yolk of the egg is white. I mean, none of them are correct because yolk isn't white.",14.664,22.793
83,10,3,"Ah, that's the trick. Ah, okay. Which sentence is correct? None.  Because egg yolks are yellow.",23.774,36.615
83,10,4,Oops. Yep.,37.038,37.902
84,1,1,How dare you?,0.031,5.639
84,1,2,"Huh, well I mean, you did kill me, you called me unspeakable, you called me Rage of Lisa, you called me Laserbeam, you called me every single name except for, yeah, English.",7.221,27.248
84,1,3,You're so getting in struggling.,28.449,29.751
84,1,4,Maybe.,35.232,35.825
84,1,5,It's the fifth door.,36.111,37.193
84,2,1,You'll be in first place.,0.233,13.99
84,3,1,"Alright, I don't know. Uh, I didn't know you were literally unspeakable.",5.498,15.387
84,3,2,"Okay, you know what? I'm starting to get really mad that you're calling me unspeakable and stuff.",15.407,22.394
84,3,3,"I mean, what do you really look like? What?",22.414,23.775
84,3,4,I agree.,23.795,23.975
84,3,5,"Get out of it, man. Get out of it. Get out of it. Get out of it. Get out of it. Get out of it. Get out of it. Get out of it. Get out of it. Get out of it. Get out of it. Get out of it.",23.995,30.561
84,3,6,"Oh, yeah, you scared out of it. Huh? Huh? You scared?",31.122,33.784
84,3,7,That was not really good.,35.654,36.636
84,3,8,Oh wow. He literally destroyed that lava. Wow.,38.099,43.471
84,3,9,Oh no.,43.732,45.375
84,3,10,"Wait, I'm gonna make this. Uh, do a net. Wait. Is that the lava? Is that what you mean?",45.395,56.038
84,3,11,You don't buy them because they're survivors.,57.882,59.586
84,4,1,"I don't know right now. I don't know what he's doing, but I might just hop off the server.",0.031,6.002
84,4,2,"Preston's like, like, what's he doing? A monkey is going on a bird.",6.403,11.152
84,4,3,I recently took off the coconut tree.,11.172,12.975
84,4,4,"So yeah guys, I finally found Preston.",12.995,17.243
84,4,5,"He was kind of good, kind of bad, but...",17.303,19.648
84,4,6,"No, because it's a coconut tree, not a banana tree.",19.728,22.393
84,4,7,I'll find it. I'll find it.,25.141,38.239
84,5,1,And one story.,0.689,4.135
84,6,1,there we got some t-shirts different designs some hoodies that look really cool and also good stuff so the link is in the description down below check it out right now,0.031,20.757
84,6,2,None because Moses didn't have an ark.,48.918,63.627
84,6,3,"Nú, are they?",65.152,65.914
84,7,1,"The wind blows west on the electric train, runs east in which Melbourne does the smoke from.",0.875,12.513
84,7,2,The wind blows west on the east.,12.533,19.224
84,7,3,East?,26.335,26.916
84,8,1,"If you want to have one match and you walk into that room where there's an oil lamp that used to be put in the wood, you would light the match first.",4.385,15.238
84,9,1,"I would already be dead, however.",53.913,62.893
84,10,1,What's inscrito?,0.031,1.453
84,10,2,The yoke of the egg is white.,1.794,10.668
84,10,3,None.,10.688,10.968
84,10,4,Because the yoke is yellow.,11.008,17.078
85,1,1,"Mary's father has five daughters, but no sons.",9.734,12.898
85,1,2,"Nana, Nina, Nini, Nono.",12.918,15.582
85,1,3,"What is the fifth daughter's name, probably?",16.203,18.406
85,1,4,A-E-I-O.,18.426,24.814
85,1,5,Nunu?,25.595,26.076
85,1,6,Nunu.,30.502,32.805
85,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0.031,5.635
85,2,2,Second place.,9.37,10.294
85,3,1,"It's a stormy night, and a plane takes off from JFK Airport into New York.",0.301,5.21
85,3,2,"The storm worsens, and the plane crashes.",5.27,7.955
85,3,3,"Half lands in the United States, the other half lands in Canada.",8.436,11.722
85,3,4,In which country do you bury the survivors?,11.822,14.568
85,3,5,"Oh, they're survivors.",16.491,17.473
85,3,6,You don't bury them.,17.533,18.475
85,3,7,Neither.,22.683,23.124
85,3,8,"They are alive, of course.",23.164,27.692
85,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",0.031,3.52
85,4,2,Who will get the banana first?,4.061,5.826
85,4,3,"The monkey, the squirrel, or the bird?",5.886,7.931
85,4,4,Neither.,8.272,8.653
85,4,5,It's a coconut tree.,8.934,10.277
85,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, and a pink shower.",0.031,7.904
85,5,2,Everything was pink.,8.044,8.766
85,5,3,"What color were the stairs, probably?",8.806,10.749
85,5,4,"Um, it's a one-story, no stairs, one-story house.",13.073,23.49
85,6,1,How many of each animal did Moses put in the ark?,0.031,2.661
85,6,2,Halfway down.,3.725,5.05
85,6,3,"Of each animal, two?",8.061,9.366
85,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,0.031,9.945
85,7,2,Is a locomotive and a train different?,9.985,16.934
85,7,3,In which cardinal?,21.561,23.203
85,7,4,train and locomotive are different.,30.44,36.282
85,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?",0.031,9.382
85,8,2,"Well, probably an oil lamp.",16.63,18.092
85,8,3,Do you need a match to light an oil lamp?,21.656,23.338
85,9,1,ethical for a man to marry the sister of his widow?,0.031,3.19
85,9,2,"Um, kinda.",3.21,6.43
85,10,1,This sentence is correct.,0.031,1.034
85,10,2,The yolk of the egg are white.,1.294,3.139
85,10,3,Or b.,3.6,3.961
85,10,4,The yolk of the egg is white.,4.061,6.106
85,10,5,Neither.,9.815,10.216
85,10,6,It's yellow.,10.297,11.239
86,1,1,"Mary's father has five daughters, but no sons.",1.837,4.463
86,1,2,"Nana, Nene, Nini, Nona.",4.644,6.468
86,1,3,What is the fifth daughter's name probably?,6.809,8.994
86,1,4,"Mary, because she's the fifth daughter.",14.006,20.301
86,2,1,if you were running a race and you passed the person in second place what place would you be in now?,1.853,10.085
86,2,2,I'm running in race I passed the person in second place,11.587,17.496
86,2,3,but so if this person was in the second place then I'm now in second place,18.077,29.413
86,3,1,"It's a stormy night and a plane takes off from the AFK airport in New York the storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.",1.347,14.045
86,3,2,In which country do you bury the survivors?,14.827,17.21
86,3,3,I have to read this again.,19.333,26.764
86,3,4,I think there would be no survivors.,38.219,41.682
86,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree.",1.87,6.119
86,4,2,"Who will get the banana first, the monkey, the squirrel or the bird?",6.7,9.847
86,4,3,If it's a coconut tree then no one will get the banana.,11.691,17.162
86,5,1,"In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",1.297,11.314
86,5,2,Everything was pink.,11.935,12.796
86,5,3,What color were the stairs probably?,13.237,15.12
86,5,4,In one-story house I think there are no stairs.,21.611,25.498
86,6,1,How many of each animal did Moses put on the ark?,1.972,5.999
86,6,2,"Two, I think.",13.25,14.192
86,6,3,"As I remember, it was two.",15.434,20.202
86,6,4,"Oh, no.",20.222,20.783
86,6,5,Moses didn't make the ark.,21.965,25.751
86,6,6,It was Noah.,25.771,28.435
86,7,1,The wind blows west and electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,1.229,9.699
86,7,2,I have to read this again.,12.122,13.724
86,7,3,"Oh, electric trains don't produce blow, as I think.",16.647,24.216
86,8,1,if you have only one match and you walk into a darkroom where there is an aoi lamp a newspaper would which thing would you light first,1.162,11.519
86,8,2,if I have a match,16.607,23.558
86,8,3,"I don't think I would see these things in a completely dark room, so I would light much only.",29.123,39.268
86,9,1,Would it be a nickel for a man to marry the sister of his widow?,0.892,14.649
86,9,2,His... If... He...,24.601,29.987
86,9,3,can't marry sister of his widow because widow means that her husband died so,31.317,39.403
86,10,1,which sentence is correct the yolk of the egg are white or the yolk of the egg is white,1.128,9.402
86,10,2,I think none of them because it's yellow,14.411,19.339
87,1,1,"So if Mary's father has five daughters, which are no, no, no, no, no, the fifth daughter's name is Mary.",3.997,13.152
87,1,2,There's some reason I have to write it down.,23.61,27.316
87,1,3,Confusing.,27.336,27.877
87,1,4,Here we are.,30.06,30.561
87,2,1,"If I was running a race and I passed the person in second place, what place would you be in now?",2.073,7.274
87,2,2,I'd be in first place.,7.294,9.925
87,2,3,Woohoo!,10.186,10.969
87,3,1,It's a stormy night and a plane takes off from Derby Airport in New York.,6.494,10.258
87,3,2,The storm worsens and the plane crashes half-lands in the United States.,10.679,14.683
87,3,3,They're the half-lands in Canada.,15.124,16.606
87,3,4,In which country do you bury the survivors?,17.387,20.09
87,3,5,"Well, you don't bury the survivors because they're still alive.",21.071,24.114
87,3,6,Just writing it down now.,29.28,30.882
87,3,7,Bye.,39.367,39.877
87,4,1,A squirrel and a bird Are racing to the top of a coconut tree,0.031,4.398
87,4,2,Who will get the banana first,4.939,6.642
87,4,3,"The monkey, the squirrel Or the bird",7.824,9.426
87,4,4,Well it's a coconut tree,10.708,12.692
87,4,5,So no one will get a banana,12.812,14.975
87,4,6,But if there were bananas around,20.484,22.307
87,4,7,Probably the monkey,22.387,23.389
87,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",1.263,11.474
87,5,2,Everything was pink.,11.534,12.575
87,5,3,"What colour were the stairs, probably?",13.516,15.378
87,5,4,There are no stairs.,15.398,17.821
87,5,5,It's a bungalow.,17.941,19.543
87,5,6,"Oh, a one-story house, sorry.",23.387,25.069
87,5,7,That's what we say in England.,25.189,26.41
87,6,1,How many of each animal did Moses put on the ark?,2.377,6.167
87,6,2,Moses didn't make the ark.,7.41,12.543
87,6,3,It was Noah.,12.563,13.586
87,6,4,Oops.,16.553,16.774
87,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,1.432,10.13
87,7,2,Manly's questions.,10.17,12.976
87,7,3,There's no smoke.,13.598,14.52
87,7,4,It's an electric train.,14.66,16.183
87,8,1,"If! you only have one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you like first?",1.82,11.454
87,8,2,"Hmm. Probs. Ah, okay, the match, the match.",13.897,23.591
87,8,3,I was thinking that it was going to be the oil lamp because then you can light everything else with it.,23.611,27.437
87,8,4,"But you like the match, don't you?",27.917,30.561
87,8,5,There we go.,31.25,31.995
87,8,6,Someone got me this,32.035,35.961
87,9,1,Would it be ethical for a man to marry the sister of his widow?,0.723,6.851
87,9,2,"Well, I actually knew someone that did this.",6.871,10.055
87,9,3,The sister died of cancer and then her sister married the husband.,10.275,17.845
87,9,4,I don't know whether that makes sense or not.,19.287,20.889
87,9,5,I guess it's fine.,21.57,22.431
87,9,6,"Like, it's not crazy.",25.455,27.717
87,9,7,It's not like they're brother and sister.,27.758,29.7
87,10,1,Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white.,1.415,10.327
87,10,2,"Well, the yolk of an egg is yellow, so neither of them are correct.",11.288,16.315
87,10,3,"But if you're talking about grammatically correct, even though the fact isn't, it's B.",16.355,22.343
88,1,1,"Mary's father has five daughters, but no sons.",2.697,6.74
88,1,2,"Nana, Nene, Nini, Nona.",7.341,9.903
88,1,3,What is the fifth daughter's name probably?,9.923,12.125
88,1,4,The question says already that the fifth daughter's name is Mary.,13.426,19.732
88,1,5,Yeah.,23.475,31.862
88,1,6,Hmm.,31.882,31.962
88,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0.537,8.567
88,2,2,"If you were running a race and you passed the person in second place, what place would you be in now?",10.95,18.259
88,2,3,I would be in the second place because there will be still another person ahead of me.,19.1,25.628
88,2,4,"So yes, second place.",26.309,28.131
88,3,1,It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States. The other half lands in Canada. In which country do you bury the survivors?,0.031,17.993
88,3,2,It's a stormy night and a plane takes off from JFK Airport in New York.  the plane crashes half lands in the United States and the other half lands in Canada so it took off from New York and it crashed half and half crashed in the United States and half in Canada,21.217,45.187
88,3,3,and I think the correct answer is New York,46.069,49.275
88,3,4,"But also, I think it depends on which country they are from.",50.926,57.063
88,3,5,"So, I'm just going to go for...  maybe on the plane there was there were there were like Canadian people or people from the United States",57.083,78.882
88,3,6,so I really don't I'm just gonna go from for United States,79.042,83.194
88,4,1,"A monkey, a squirrel and a bird are racing to the top of the coconut tree. Who will get the banana first, the monkey, the squirrel or the bird?",0.031,9.657
